area,item,year,hg/ha_yield,average_rainfall,presticides_tonnes,avg_temp
India,Wheat,1998,24852,1083,49157,27.87
India,Wheat,1998,24852,1083,49157,25.87
India,Wheat,1998,24852,1083,49157,26.27
India,Wheat,1998,24852,1083,49157,25.46
India,Wheat,1998,24852,1083,49157,24.34
India,Wheat,1998,24852,1083,49157,26.4
India,Wheat,1998,24852,1083,49157,25.77
India,Wheat,1998,24852,1083,49157,25.87
India,Wheat,1998,24852,1083,49157,25.55
India,Wheat,1998,24852,1083,49157,27.09
India,Wheat,1998,24852,1083,49157,24.84
India,Wheat,1998,24852,1083,49157,27.32
India,Wheat,1998,24852,1083,49157,27.32
India,Wheat,1998,24852,1083,49157,26.12
India,Cassava,1999,239523,1083,46195,26.12
India,Cassava,1999,239523,1083,46195,27.21
India,Cassava,1999,239523,1083,46195,26.4
India,Cassava,1999,239523,1083,46195,24.9
India,Cassava,1999,239523,1083,46195,25.29
India,Cassava,1999,239523,1083,46195,25.74
India,Cassava,1999,239523,1083,46195,26.36
India,Cassava,1999,239523,1083,46195,26.86
India,Cassava,1999,239523,1083,46195,27.24
India,Cassava,1999,239523,1083,46195,25.5
India,Cassava,1999,239523,1083,46195,26.42
India,Cassava,1999,239523,1083,46195,25.78
India,Cassava,1999,239523,1083,46195,24.9
India,Cassava,1999,239523,1083,46195,26.06
India,Cassava,1999,239523,1083,46195,26.36
India,Cassava,1999,239523,1083,46195,25.97
India,Cassava,1999,239523,1083,46195,25.1
India,Cassava,1999,239523,1083,46195,26.85
India,Cassava,1999,239523,1083,46195,24.93
India,Cassava,1999,239523,1083,46195,26.96
India,Cassava,1999,239523,1083,46195,26.96
India,Cassava,1999,239523,1083,46195,26.21
India,Maize,1999,17922,1083,46195,26.12
India,Maize,1999,17922,1083,46195,27.21
India,Maize,1999,17922,1083,46195,26.4
India,Maize,1999,17922,1083,46195,24.9
India,Maize,1999,17922,1083,46195,25.29
India,Maize,1999,17922,1083,46195,25.74
India,Maize,1999,17922,1083,46195,26.36
India,Maize,1999,17922,1083,46195,26.86
India,Maize,1999,17922,1083,46195,27.24
India,Maize,1999,17922,1083,46195,25.5
India,Maize,1999,17922,1083,46195,26.42
India,Maize,1999,17922,1083,46195,25.78
India,Maize,1999,17922,1083,46195,24.9
India,Maize,1999,17922,1083,46195,26.06
India,Maize,1999,17922,1083,46195,26.36
India,Maize,1999,17922,1083,46195,25.97
India,Maize,1999,17922,1083,46195,25.1
India,Maize,1999,17922,1083,46195,26.85
India,Maize,1999,17922,1083,46195,24.93
India,Maize,1999,17922,1083,46195,26.96
India,Maize,1999,17922,1083,46195,26.96
India,Maize,1999,17922,1083,46195,26.21
India,Potatoes,1999,175712,1083,46195,26.12
India,Potatoes,1999,175712,1083,46195,27.21
India,Potatoes,1999,175712,1083,46195,26.4
India,Potatoes,1999,175712,1083,46195,24.9
India,Potatoes,1999,175712,1083,46195,25.29
India,Potatoes,1999,175712,1083,46195,25.74
India,Potatoes,1999,175712,1083,46195,26.36
India,Potatoes,1999,175712,1083,46195,26.86
India,Potatoes,1999,175712,1083,46195,27.24
India,Potatoes,1999,175712,1083,46195,25.5
India,Potatoes,1999,175712,1083,46195,26.42
India,Potatoes,1999,175712,1083,46195,25.78
India,Potatoes,1999,175712,1083,46195,24.9
India,Potatoes,1999,175712,1083,46195,26.06
India,Potatoes,1999,175712,1083,46195,26.36
India,Potatoes,1999,175712,1083,46195,25.97
India,Potatoes,1999,175712,1083,46195,25.1
India,Potatoes,1999,175712,1083,46195,26.85
India,Potatoes,1999,175712,1083,46195,24.93
India,Potatoes,1999,175712,1083,46195,26.96
India,Potatoes,1999,175712,1083,46195,26.96
India,Potatoes,1999,175712,1083,46195,26.21
India,"Rice, paddy",1999,29782,1083,46195,26.12
India,"Rice, paddy",1999,29782,1083,46195,27.21
India,"Rice, paddy",1999,29782,1083,46195,26.4
India,"Rice, paddy",1999,29782,1083,46195,24.9
India,"Rice, paddy",1999,29782,1083,46195,25.29
India,"Rice, paddy",1999,29782,1083,46195,25.74
India,"Rice, paddy",1999,29782,1083,46195,26.36
India,"Rice, paddy",1999,29782,1083,46195,26.86
India,"Rice, paddy",1999,29782,1083,46195,27.24
India,"Rice, paddy",1999,29782,1083,46195,25.5
India,"Rice, paddy",1999,29782,1083,46195,26.42
India,"Rice, paddy",1999,29782,1083,46195,25.78
India,"Rice, paddy",1999,29782,1083,46195,24.9
India,"Rice, paddy",1999,29782,1083,46195,26.06
India,"Rice, paddy",1999,29782,1083,46195,26.36
India,"Rice, paddy",1999,29782,1083,46195,25.97
India,"Rice, paddy",1999,29782,1083,46195,25.1
India,"Rice, paddy",1999,29782,1083,46195,26.85
India,"Rice, paddy",1999,29782,1083,46195,24.93
India,"Rice, paddy",1999,29782,1083,46195,26.96
India,"Rice, paddy",1999,29782,1083,46195,26.96
India,"Rice, paddy",1999,29782,1083,46195,26.21
India,Sorghum,1999,8472,1083,46195,26.12
India,Sorghum,1999,8472,1083,46195,27.21
India,Sorghum,1999,8472,1083,46195,26.4
India,Sorghum,1999,8472,1083,46195,24.9
India,Sorghum,1999,8472,1083,46195,25.29
India,Sorghum,1999,8472,1083,46195,25.74
India,Sorghum,1999,8472,1083,46195,26.36
India,Sorghum,1999,8472,1083,46195,26.86
India,Sorghum,1999,8472,1083,46195,27.24
India,Sorghum,1999,8472,1083,46195,25.5
India,Sorghum,1999,8472,1083,46195,26.42
India,Sorghum,1999,8472,1083,46195,25.78
India,Sorghum,1999,8472,1083,46195,24.9
India,Sorghum,1999,8472,1083,46195,26.06
India,Sorghum,1999,8472,1083,46195,26.36
India,Sorghum,1999,8472,1083,46195,25.97
India,Sorghum,1999,8472,1083,46195,25.1
India,Sorghum,1999,8472,1083,46195,26.85
India,Sorghum,1999,8472,1083,46195,24.93
India,Sorghum,1999,8472,1083,46195,26.96
India,Sorghum,1999,8472,1083,46195,26.96
India,Sorghum,1999,8472,1083,46195,26.21
India,Soybeans,1999,11380,1083,46195,26.12
India,Soybeans,1999,11380,1083,46195,27.21
India,Soybeans,1999,11380,1083,46195,26.4
India,Soybeans,1999,11380,1083,46195,24.9
India,Soybeans,1999,11380,1083,46195,25.29
India,Soybeans,1999,11380,1083,46195,25.74
India,Soybeans,1999,11380,1083,46195,26.36
India,Soybeans,1999,11380,1083,46195,26.86
India,Soybeans,1999,11380,1083,46195,27.24
India,Soybeans,1999,11380,1083,46195,25.5
India,Soybeans,1999,11380,1083,46195,26.42
India,Soybeans,1999,11380,1083,46195,25.78
India,Soybeans,1999,11380,1083,46195,24.9
India,Soybeans,1999,11380,1083,46195,26.06
India,Soybeans,1999,11380,1083,46195,26.36
India,Soybeans,1999,11380,1083,46195,25.97
India,Soybeans,1999,11380,1083,46195,25.1
India,Soybeans,1999,11380,1083,46195,26.85
India,Soybeans,1999,11380,1083,46195,24.93
India,Soybeans,1999,11380,1083,46195,26.96
India,Soybeans,1999,11380,1083,46195,26.96
India,Soybeans,1999,11380,1083,46195,26.21
India,Sweet potatoes,1999,85744,1083,46195,26.12
India,Sweet potatoes,1999,85744,1083,46195,27.21
India,Sweet potatoes,1999,85744,1083,46195,26.4
India,Sweet potatoes,1999,85744,1083,46195,24.9
India,Sweet potatoes,1999,85744,1083,46195,25.29
India,Sweet potatoes,1999,85744,1083,46195,25.74
India,Sweet potatoes,1999,85744,1083,46195,26.36
India,Sweet potatoes,1999,85744,1083,46195,26.86
India,Sweet potatoes,1999,85744,1083,46195,27.24
India,Sweet potatoes,1999,85744,1083,46195,25.5
India,Sweet potatoes,1999,85744,1083,46195,26.42
India,Sweet potatoes,1999,85744,1083,46195,25.78
India,Sweet potatoes,1999,85744,1083,46195,24.9
India,Sweet potatoes,1999,85744,1083,46195,26.06
India,Sweet potatoes,1999,85744,1083,46195,26.36
India,Sweet potatoes,1999,85744,1083,46195,25.97
India,Sweet potatoes,1999,85744,1083,46195,25.1
India,Sweet potatoes,1999,85744,1083,46195,26.85
India,Sweet potatoes,1999,85744,1083,46195,24.93
India,Sweet potatoes,1999,85744,1083,46195,26.96
India,Sweet potatoes,1999,85744,1083,46195,26.96
India,Sweet potatoes,1999,85744,1083,46195,26.21
India,Wheat,1999,25901,1083,46195,26.12
India,Wheat,1999,25901,1083,46195,27.21
India,Wheat,1999,25901,1083,46195,26.4
India,Wheat,1999,25901,1083,46195,24.9
India,Wheat,1999,25901,1083,46195,25.29
India,Wheat,1999,25901,1083,46195,25.74
India,Wheat,1999,25901,1083,46195,26.36
India,Wheat,1999,25901,1083,46195,26.86
India,Wheat,1999,25901,1083,46195,27.24
India,Wheat,1999,25901,1083,46195,25.5
India,Wheat,1999,25901,1083,46195,26.42
India,Wheat,1999,25901,1083,46195,25.78
India,Wheat,1999,25901,1083,46195,24.9
India,Wheat,1999,25901,1083,46195,26.06
India,Wheat,1999,25901,1083,46195,26.36
India,Wheat,1999,25901,1083,46195,25.97
India,Wheat,1999,25901,1083,46195,25.1
India,Wheat,1999,25901,1083,46195,26.85
India,Wheat,1999,25901,1083,46195,24.93
India,Wheat,1999,25901,1083,46195,26.96
India,Wheat,1999,25901,1083,46195,26.96
India,Wheat,1999,25901,1083,46195,26.21
India,Cassava,2000,269087,1083,44957.52,25.98
India,Cassava,2000,269087,1083,44957.52,27.44
India,Cassava,2000,269087,1083,44957.52,26.13
India,Cassava,2000,269087,1083,44957.52,24.57
India,Cassava,2000,269087,1083,44957.52,25.34
India,Cassava,2000,269087,1083,44957.52,25.93
India,Cassava,2000,269087,1083,44957.52,26.05
India,Cassava,2000,269087,1083,44957.52,26.49
India,Cassava,2000,269087,1083,44957.52,27.23
India,Cassava,2000,269087,1083,44957.52,25.62
India,Cassava,2000,269087,1083,44957.52,26.43
India,Cassava,2000,269087,1083,44957.52,25.35
India,Cassava,2000,269087,1083,44957.52,24.57
India,Cassava,2000,269087,1083,44957.52,26.18
India,Cassava,2000,269087,1083,44957.52,26.05
India,Cassava,2000,269087,1083,44957.52,25.58
India,Cassava,2000,269087,1083,44957.52,25.11
India,Cassava,2000,269087,1083,44957.52,27.08
India,Cassava,2000,269087,1083,44957.52,24.69
India,Cassava,2000,269087,1083,44957.52,27.03
India,Cassava,2000,269087,1083,44957.52,27.03
India,Cassava,2000,269087,1083,44957.52,25.93
India,Maize,2000,18216,1083,44957.52,25.98
India,Maize,2000,18216,1083,44957.52,27.44
India,Maize,2000,18216,1083,44957.52,26.13
India,Maize,2000,18216,1083,44957.52,24.57
India,Maize,2000,18216,1083,44957.52,25.34
India,Maize,2000,18216,1083,44957.52,25.93
India,Maize,2000,18216,1083,44957.52,26.05
India,Maize,2000,18216,1083,44957.52,26.49
India,Maize,2000,18216,1083,44957.52,27.23
India,Maize,2000,18216,1083,44957.52,25.62
India,Maize,2000,18216,1083,44957.52,26.43
India,Maize,2000,18216,1083,44957.52,25.35
India,Maize,2000,18216,1083,44957.52,24.57
India,Maize,2000,18216,1083,44957.52,26.18
India,Maize,2000,18216,1083,44957.52,26.05
India,Maize,2000,18216,1083,44957.52,25.58
India,Maize,2000,18216,1083,44957.52,25.11
India,Maize,2000,18216,1083,44957.52,27.08
India,Maize,2000,18216,1083,44957.52,24.69
India,Maize,2000,18216,1083,44957.52,27.03
India,Maize,2000,18216,1083,44957.52,27.03
India,Maize,2000,18216,1083,44957.52,25.93
India,Potatoes,2000,186443,1083,44957.52,25.98
India,Potatoes,2000,186443,1083,44957.52,27.44
India,Potatoes,2000,186443,1083,44957.52,26.13
India,Potatoes,2000,186443,1083,44957.52,24.57
India,Potatoes,2000,186443,1083,44957.52,25.34
India,Potatoes,2000,186443,1083,44957.52,25.93
India,Potatoes,2000,186443,1083,44957.52,26.05
India,Potatoes,2000,186443,1083,44957.52,26.49
India,Potatoes,2000,186443,1083,44957.52,27.23
India,Potatoes,2000,186443,1083,44957.52,25.62
India,Potatoes,2000,186443,1083,44957.52,26.43
India,Potatoes,2000,186443,1083,44957.52,25.35
India,Potatoes,2000,186443,1083,44957.52,24.57
India,Potatoes,2000,186443,1083,44957.52,26.18
India,Potatoes,2000,186443,1083,44957.52,26.05
India,Potatoes,2000,186443,1083,44957.52,25.58
India,Potatoes,2000,186443,1083,44957.52,25.11
India,Potatoes,2000,186443,1083,44957.52,27.08
India,Potatoes,2000,186443,1083,44957.52,24.69
India,Potatoes,2000,186443,1083,44957.52,27.03
India,Potatoes,2000,186443,1083,44957.52,27.03
India,Potatoes,2000,186443,1083,44957.52,25.93
India,"Rice, paddy",2000,28508,1083,44957.52,25.98
India,"Rice, paddy",2000,28508,1083,44957.52,27.44
India,"Rice, paddy",2000,28508,1083,44957.52,26.13
India,"Rice, paddy",2000,28508,1083,44957.52,24.57
India,"Rice, paddy",2000,28508,1083,44957.52,25.34
India,"Rice, paddy",2000,28508,1083,44957.52,25.93
India,"Rice, paddy",2000,28508,1083,44957.52,26.05
India,"Rice, paddy",2000,28508,1083,44957.52,26.49
India,"Rice, paddy",2000,28508,1083,44957.52,27.23
India,"Rice, paddy",2000,28508,1083,44957.52,25.62
India,"Rice, paddy",2000,28508,1083,44957.52,26.43
India,"Rice, paddy",2000,28508,1083,44957.52,25.35
India,"Rice, paddy",2000,28508,1083,44957.52,24.57
India,"Rice, paddy",2000,28508,1083,44957.52,26.18
India,"Rice, paddy",2000,28508,1083,44957.52,26.05
India,"Rice, paddy",2000,28508,1083,44957.52,25.58
India,"Rice, paddy",2000,28508,1083,44957.52,25.11
India,"Rice, paddy",2000,28508,1083,44957.52,27.08
India,"Rice, paddy",2000,28508,1083,44957.52,24.69
India,"Rice, paddy",2000,28508,1083,44957.52,27.03
India,"Rice, paddy",2000,28508,1083,44957.52,27.03
India,"Rice, paddy",2000,28508,1083,44957.52,25.93
India,Sorghum,2000,7639,1083,44957.52,25.98
India,Sorghum,2000,7639,1083,44957.52,27.44
India,Sorghum,2000,7639,1083,44957.52,26.13
India,Sorghum,2000,7639,1083,44957.52,24.57
India,Sorghum,2000,7639,1083,44957.52,25.34
India,Sorghum,2000,7639,1083,44957.52,25.93
India,Sorghum,2000,7639,1083,44957.52,26.05
India,Sorghum,2000,7639,1083,44957.52,26.49
India,Sorghum,2000,7639,1083,44957.52,27.23
India,Sorghum,2000,7639,1083,44957.52,25.62
India,Sorghum,2000,7639,1083,44957.52,26.43
India,Sorghum,2000,7639,1083,44957.52,25.35
India,Sorghum,2000,7639,1083,44957.52,24.57
India,Sorghum,2000,7639,1083,44957.52,26.18
India,Sorghum,2000,7639,1083,44957.52,26.05
India,Sorghum,2000,7639,1083,44957.52,25.58
India,Sorghum,2000,7639,1083,44957.52,25.11
India,Sorghum,2000,7639,1083,44957.52,27.08
India,Sorghum,2000,7639,1083,44957.52,24.69
India,Sorghum,2000,7639,1083,44957.52,27.03
India,Sorghum,2000,7639,1083,44957.52,27.03
India,Sorghum,2000,7639,1083,44957.52,25.93
India,Soybeans,2000,8222,1083,44957.52,25.98
India,Soybeans,2000,8222,1083,44957.52,27.44
India,Soybeans,2000,8222,1083,44957.52,26.13
India,Soybeans,2000,8222,1083,44957.52,24.57
India,Soybeans,2000,8222,1083,44957.52,25.34
India,Soybeans,2000,8222,1083,44957.52,25.93
India,Soybeans,2000,8222,1083,44957.52,26.05
India,Soybeans,2000,8222,1083,44957.52,26.49
India,Soybeans,2000,8222,1083,44957.52,27.23
India,Soybeans,2000,8222,1083,44957.52,25.62
India,Soybeans,2000,8222,1083,44957.52,26.43
India,Soybeans,2000,8222,1083,44957.52,25.35
India,Soybeans,2000,8222,1083,44957.52,24.57
India,Soybeans,2000,8222,1083,44957.52,26.18
India,Soybeans,2000,8222,1083,44957.52,26.05
India,Soybeans,2000,8222,1083,44957.52,25.58
India,Soybeans,2000,8222,1083,44957.52,25.11
India,Soybeans,2000,8222,1083,44957.52,27.08
India,Soybeans,2000,8222,1083,44957.52,24.69
India,Soybeans,2000,8222,1083,44957.52,27.03
India,Soybeans,2000,8222,1083,44957.52,27.03
India,Soybeans,2000,8222,1083,44957.52,25.93
India,Sweet potatoes,2000,97421,1083,44957.52,25.98
India,Sweet potatoes,2000,97421,1083,44957.52,27.44
India,Sweet potatoes,2000,97421,1083,44957.52,26.13
India,Sweet potatoes,2000,97421,1083,44957.52,24.57
India,Sweet potatoes,2000,97421,1083,44957.52,25.34
India,Sweet potatoes,2000,97421,1083,44957.52,25.93
India,Sweet potatoes,2000,97421,1083,44957.52,26.05
India,Sweet potatoes,2000,97421,1083,44957.52,26.49
India,Sweet potatoes,2000,97421,1083,44957.52,27.23
India,Sweet potatoes,2000,97421,1083,44957.52,25.62
India,Sweet potatoes,2000,97421,1083,44957.52,26.43
India,Sweet potatoes,2000,97421,1083,44957.52,25.35
India,Sweet potatoes,2000,97421,1083,44957.52,24.57
India,Sweet potatoes,2000,97421,1083,44957.52,26.18
India,Sweet potatoes,2000,97421,1083,44957.52,26.05
India,Sweet potatoes,2000,97421,1083,44957.52,25.58
India,Sweet potatoes,2000,97421,1083,44957.52,25.11
India,Sweet potatoes,2000,97421,1083,44957.52,27.08
India,Sweet potatoes,2000,97421,1083,44957.52,24.69
India,Sweet potatoes,2000,97421,1083,44957.52,27.03
India,Sweet potatoes,2000,97421,1083,44957.52,27.03
India,Sweet potatoes,2000,97421,1083,44957.52,25.93
India,Wheat,2000,27785,1083,44957.52,25.98
India,Wheat,2000,27785,1083,44957.52,27.44
India,Wheat,2000,27785,1083,44957.52,26.13
India,Wheat,2000,27785,1083,44957.52,24.57
India,Wheat,2000,27785,1083,44957.52,25.34
India,Wheat,2000,27785,1083,44957.52,25.93
India,Wheat,2000,27785,1083,44957.52,26.05
India,Wheat,2000,27785,1083,44957.52,26.49
India,Wheat,2000,27785,1083,44957.52,27.23
India,Wheat,2000,27785,1083,44957.52,25.62
India,Wheat,2000,27785,1083,44957.52,26.43
India,Wheat,2000,27785,1083,44957.52,25.35
India,Wheat,2000,27785,1083,44957.52,24.57
India,Wheat,2000,27785,1083,44957.52,26.18
India,Wheat,2000,27785,1083,44957.52,26.05
India,Wheat,2000,27785,1083,44957.52,25.58
India,Wheat,2000,27785,1083,44957.52,25.11
India,Wheat,2000,27785,1083,44957.52,27.08
India,Wheat,2000,27785,1083,44957.52,24.69
India,Wheat,2000,27785,1083,44957.52,27.03
India,Wheat,2000,27785,1083,44957.52,27.03
India,Wheat,2000,27785,1083,44957.52,25.93
India,Cassava,2001,266998,1083,43720.04,25.76
India,Cassava,2001,266998,1083,43720.04,27.2
India,Cassava,2001,266998,1083,43720.04,26.02
India,Cassava,2001,266998,1083,43720.04,24.5
India,Cassava,2001,266998,1083,43720.04,25.53
India,Cassava,2001,266998,1083,43720.04,25.95
India,Cassava,2001,266998,1083,43720.04,25.86
India,Cassava,2001,266998,1083,43720.04,26.52
India,Cassava,2001,266998,1083,43720.04,27.56
India,Cassava,2001,266998,1083,43720.04,25.59
India,Cassava,2001,266998,1083,43720.04,26.02
India,Cassava,2001,266998,1083,43720.04,25.33
India,Cassava,2001,266998,1083,43720.04,24.5
India,Cassava,2001,266998,1083,43720.04,26.32
India,Cassava,2001,266998,1083,43720.04,25.86
India,Cassava,2001,266998,1083,43720.04,25.82
India,Cassava,2001,266998,1083,43720.04,25.34
India,Cassava,2001,266998,1083,43720.04,26.91
India,Cassava,2001,266998,1083,43720.04,24.76
India,Cassava,2001,266998,1083,43720.04,26.9
India,Cassava,2001,266998,1083,43720.04,26.9
India,Cassava,2001,266998,1083,43720.04,25.92
India,Maize,2001,19996,1083,43720.04,25.76
India,Maize,2001,19996,1083,43720.04,27.2
India,Maize,2001,19996,1083,43720.04,26.02
India,Maize,2001,19996,1083,43720.04,24.5
India,Maize,2001,19996,1083,43720.04,25.53
India,Maize,2001,19996,1083,43720.04,25.95
India,Maize,2001,19996,1083,43720.04,25.86
India,Maize,2001,19996,1083,43720.04,26.52
India,Maize,2001,19996,1083,43720.04,27.56
India,Maize,2001,19996,1083,43720.04,25.59
India,Maize,2001,19996,1083,43720.04,26.02
India,Maize,2001,19996,1083,43720.04,25.33
India,Maize,2001,19996,1083,43720.04,24.5
India,Maize,2001,19996,1083,43720.04,26.32
India,Maize,2001,19996,1083,43720.04,25.86
India,Maize,2001,19996,1083,43720.04,25.82
India,Maize,2001,19996,1083,43720.04,25.34
India,Maize,2001,19996,1083,43720.04,26.91
India,Maize,2001,19996,1083,43720.04,24.76
India,Maize,2001,19996,1083,43720.04,26.9
India,Maize,2001,19996,1083,43720.04,26.9
India,Maize,2001,19996,1083,43720.04,25.92
India,Potatoes,2001,183627,1083,43720.04,25.76
India,Potatoes,2001,183627,1083,43720.04,27.2
India,Potatoes,2001,183627,1083,43720.04,26.02
India,Potatoes,2001,183627,1083,43720.04,24.5
India,Potatoes,2001,183627,1083,43720.04,25.53
India,Potatoes,2001,183627,1083,43720.04,25.95
India,Potatoes,2001,183627,1083,43720.04,25.86
India,Potatoes,2001,183627,1083,43720.04,26.52
India,Potatoes,2001,183627,1083,43720.04,27.56
India,Potatoes,2001,183627,1083,43720.04,25.59
India,Potatoes,2001,183627,1083,43720.04,26.02
India,Potatoes,2001,183627,1083,43720.04,25.33
India,Potatoes,2001,183627,1083,43720.04,24.5
India,Potatoes,2001,183627,1083,43720.04,26.32
India,Potatoes,2001,183627,1083,43720.04,25.86
India,Potatoes,2001,183627,1083,43720.04,25.82
India,Potatoes,2001,183627,1083,43720.04,25.34
India,Potatoes,2001,183627,1083,43720.04,26.91
India,Potatoes,2001,183627,1083,43720.04,24.76
India,Potatoes,2001,183627,1083,43720.04,26.9
India,Potatoes,2001,183627,1083,43720.04,26.9
India,Potatoes,2001,183627,1083,43720.04,25.92
India,"Rice, paddy",2001,31158,1083,43720.04,25.76
India,"Rice, paddy",2001,31158,1083,43720.04,27.2
India,"Rice, paddy",2001,31158,1083,43720.04,26.02
India,"Rice, paddy",2001,31158,1083,43720.04,24.5
India,"Rice, paddy",2001,31158,1083,43720.04,25.53
India,"Rice, paddy",2001,31158,1083,43720.04,25.95
India,"Rice, paddy",2001,31158,1083,43720.04,25.86
India,"Rice, paddy",2001,31158,1083,43720.04,26.52
India,"Rice, paddy",2001,31158,1083,43720.04,27.56
India,"Rice, paddy",2001,31158,1083,43720.04,25.59
India,"Rice, paddy",2001,31158,1083,43720.04,26.02
India,"Rice, paddy",2001,31158,1083,43720.04,25.33
India,"Rice, paddy",2001,31158,1083,43720.04,24.5
India,"Rice, paddy",2001,31158,1083,43720.04,26.32
